source,destination,timestamp
openclaw-gateway,details-v1,2026-03-25 08:49:00
reviews-v3-7778f74db8-bk7k6,node-219,2026-03-25 08:49:00
productpage-v1,reviews-v1,2026-03-25 08:49:00
reviews-v2,ratings-v1,2026-03-25 08:49:00
productpage-v1-649f4b6b86-h6nsx,node-219,2026-03-25 08:49:00
openclaw-gateway,reviews-v3,2026-03-25 08:49:00
ratings-v1-5f7bb6dbdd-hb8rk,node-221,2026-03-25 08:49:00
productpage-v1,reviews-v2,2026-03-25 08:49:00
openclaw-gateway,reviews-v1,2026-03-25 08:49:00
unknown,reviews-v3,2026-03-25 08:49:00
productpage-v1,reviews-v3,2026-03-25 08:49:00
unknown,ratings-v1,2026-03-25 08:49:00
openclaw-gateway,reviews-v2,2026-03-25 08:49:00
reviews-v2-78f7489cc8-kfj2q,node-219,2026-03-25 08:49:00
reviews-v1-665cdc9c56-bnc58,node-219,2026-03-25 08:49:00
unknown,reviews-v1,2026-03-25 08:49:00
unknown,reviews-v2,2026-03-25 08:49:00
openclaw-gateway,ratings-v1,2026-03-25 08:49:00
reviews-v3,ratings-v1,2026-03-25 08:49:00
productpage-v1,details-v1,2026-03-25 08:49:00
unknown,details-v1,2026-03-25 08:49:00
details-v1-bf9f794fb-zxrkg,node-219,2026-03-25 08:49:00
productpage-v1,details-v1,2026-03-25 08:49:05
unknown,details-v1,2026-03-25 08:49:05
productpage-v1,reviews-v1,2026-03-25 08:49:05
openclaw-gateway,reviews-v2,2026-03-25 08:49:05
unknown,reviews-v1,2026-03-25 08:49:05
productpage-v1,reviews-v2,2026-03-25 08:49:05
reviews-v2-78f7489cc8-kfj2q,node-219,2026-03-25 08:49:05
reviews-v2,ratings-v1,2026-03-25 08:49:05
openclaw-gateway,reviews-v3,2026-03-25 08:49:05
productpage-v1-649f4b6b86-h6nsx,node-219,2026-03-25 08:49:05
unknown,ratings-v1,2026-03-25 08:49:05
openclaw-gateway,details-v1,2026-03-25 08:49:05
unknown,reviews-v2,2026-03-25 08:49:05
productpage-v1,reviews-v3,2026-03-25 08:49:05
openclaw-gateway,ratings-v1,2026-03-25 08:49:05
details-v1-bf9f794fb-zxrkg,node-219,2026-03-25 08:49:05
reviews-v3,ratings-v1,2026-03-25 08:49:05
reviews-v1-665cdc9c56-bnc58,node-219,2026-03-25 08:49:05
